,original_title,runtime,vote_average,release_year,genre
6478,House Of 9,86,4.7,2005,Thriller
6479,Dracula III: Legacy,86,3.6,2005,Horror
6480,Dark Water,105,5.2,2005,Drama
6480,Dark Water,105,5.2,2005,Horror
6480,Dark Water,105,5.2,2005,Thriller
6481,Elizabeth I,223,6.7,2005,Drama
6481,Elizabeth I,223,6.7,2005,History
6482,Me and You and Everyone We Know,90,6.7,2005,Comedy
6482,Me and You and Everyone We Know,90,6.7,2005,Drama
6482,Me and You and Everyone We Know,90,6.7,2005,Romance
6483,Shallow Ground,97,5.0,2005,Horror
6484,The Ice Harvest,88,5.8,2005,Action
6484,The Ice Harvest,88,5.8,2005,Adventure
6484,The Ice Harvest,88,5.8,2005,Comedy
6484,The Ice Harvest,88,5.8,2005,Crime
6484,The Ice Harvest,88,5.8,2005,Drama
6485,Fierce People,112,5.8,2005,Drama
6486,The Call of Cthulhu,47,6.1,2005,Horror
6486,The Call of Cthulhu,47,6.1,2005,Thriller
6486,The Call of Cthulhu,47,6.1,2005,Fantasy
6487,The Secret Life of Words,112,6.4,2005,Drama
6487,The Secret Life of Words,112,6.4,2005,Romance
6487,The Secret Life of Words,112,6.4,2005,Foreign
6488,Lassie,100,6.8,2005,Adventure
6488,Lassie,100,6.8,2005,Drama
6488,Lassie,100,6.8,2005,Family
6489,The Chumscrubber,108,7.0,2005,Comedy
6489,The Chumscrubber,108,7.0,2005,Drama
6490,Dead & Breakfast,88,5.5,2005,Comedy
6490,Dead & Breakfast,88,5.5,2005,Horror
6491,The Notorious Bettie Page,91,6.7,2005,Drama
6491,The Notorious Bettie Page,91,6.7,2005,Comedy
6492,Millions,98,6.6,2005,Comedy
6492,Millions,98,6.6,2005,Crime
6492,Millions,98,6.6,2005,Drama
6493,Ma vie en l'air,103,6.8,2005,Comedy
6494,Colour Me Kubrick: A True...ish Story,86,5.8,2005,Comedy
6494,Colour Me Kubrick: A True...ish Story,86,5.8,2005,Drama
6495,Dirty,97,5.7,2005,Crime
6495,Dirty,97,5.7,2005,Drama
6495,Dirty,97,5.7,2005,Thriller
6496,Death Tunnel,97,4.3,2005,Thriller
6496,Death Tunnel,97,4.3,2005,Comedy
6496,Death Tunnel,97,4.3,2005,Horror
6497,Happy Endings,128,5.2,2005,Comedy
6497,Happy Endings,128,5.2,2005,Drama
6497,Happy Endings,128,5.2,2005,Romance
6498,Man with the Screaming Brain,90,4.9,2005,Comedy
6498,Man with the Screaming Brain,90,4.9,2005,Horror
6498,Man with the Screaming Brain,90,4.9,2005,Science Fiction
6499,The Truth About Love,94,4.0,2005,Comedy
6499,The Truth About Love,94,4.0,2005,Foreign
6499,The Truth About Love,94,4.0,2005,Romance
6500,Dave Chappelle's Block Party,100,7.0,2005,Comedy
6500,Dave Chappelle's Block Party,100,7.0,2005,Documentary
6500,Dave Chappelle's Block Party,100,7.0,2005,Music
6501,Dirty Love,91,4.8,2005,Comedy
6502,Bee Season,104,5.1,2005,Drama
6502,Bee Season,104,5.1,2005,Family
6503,Le temps qui reste,85,6.5,2005,Drama
6504,Mortuary,94,4.2,2005,Horror
6504,Mortuary,94,4.2,2005,Mystery
6504,Mortuary,94,4.2,2005,Thriller
6505,Le Couperet,122,7.0,2005,Comedy
6505,Le Couperet,122,7.0,2005,Crime
6505,Le Couperet,122,7.0,2005,Drama
6506,The God Who Wasn't There,62,5.9,2005,Documentary
6506,The God Who Wasn't There,62,5.9,2005,Drama
6507,Maurice Richard,124,5.5,2005,Drama
6508,Dungeons & Dragons: Wrath of the Dragon God,105,5.1,2005,Action
6508,Dungeons & Dragons: Wrath of the Dragon God,105,5.1,2005,Adventure
6508,Dungeons & Dragons: Wrath of the Dragon God,105,5.1,2005,Fantasy
6509,Kim Possible Movie: So the Drama,71,6.3,2005,Action
6509,Kim Possible Movie: So the Drama,71,6.3,2005,Adventure
6509,Kim Possible Movie: So the Drama,71,6.3,2005,Animation
6509,Kim Possible Movie: So the Drama,71,6.3,2005,Drama
6509,Kim Possible Movie: So the Drama,71,6.3,2005,Family
6510,The Upside of Anger,118,5.9,2005,Comedy
6510,The Upside of Anger,118,5.9,2005,Drama
6511,Reefer Madness: The Movie Musical,109,6.6,2005,Comedy
6511,Reefer Madness: The Movie Musical,109,6.6,2005,Music
6512,Die weisse Massai,131,6.5,2005,Drama
6513,Brice de Nice,98,5.6,2005,Comedy
6514,9,11,7.3,2005,Animation
6514,9,11,7.3,2005,Fantasy
6515,Man of the House,100,5.5,2005,Comedy
6515,Man of the House,100,5.5,2005,Action
6516,Water,115,6.3,2005,Drama
6516,Water,115,6.3,2005,Foreign
6516,Water,115,6.3,2005,Romance
6517,Why We Fight,98,7.5,2005,Documentary
6517,Why We Fight,98,7.5,2005,Drama
6517,Why We Fight,98,7.5,2005,History
6518,Espace dÃ©tente,102,4.5,2005,Comedy
6519,Isolation,95,5.5,2005,Horror
6519,Isolation,95,5.5,2005,Science Fiction
6519,Isolation,95,5.5,2005,Thriller
6520,Slipstream,89,4.9,2005,Science Fiction
6521,Return of the Living Dead: Rave to the Grave,86,4.9,2005,Comedy
6521,Return of the Living Dead: Rave to the Grave,86,4.9,2005,Horror
6522,Black Dawn,96,4.2,2005,Action
6523,Aliens of the Deep,47,6.5,2005,Action
6523,Aliens of the Deep,47,6.5,2005,Documentary
6523,Aliens of the Deep,47,6.5,2005,Science Fiction
6524,DeVour,90,4.5,2005,Horror
6525,Don't Come Knocking,123,6.0,2005,Drama
6525,Don't Come Knocking,123,6.0,2005,Music
6526,We Feed the World - Essen Global,96,7.5,2005,Documentary
6526,We Feed the World - Essen Global,96,7.5,2005,Foreign
6527,Human Trafficking,176,7.0,2005,Drama
6528,U2: Vertigo 2005 - Live from Chicago,139,7.6,2005,Music
6529,Stone Cold,87,6.1,2005,Crime
6529,Stone Cold,87,6.1,2005,Drama
6529,Stone Cold,87,6.1,2005,Thriller
6531,Boudu,104,5.0,2005,Comedy
6532,Je vous trouve trÃ¨s beau,97,6.1,2005,Comedy
6533,The Comedians of Comedy,103,7.0,2005,Comedy
6533,The Comedians of Comedy,103,7.0,2005,Documentary
6534,"The Prize Winner of Defiance, Ohio",99,5.6,2005,Drama
6535,The Poseidon Adventure,173,3.9,2005,Adventure
6535,The Poseidon Adventure,173,3.9,2005,Drama
6535,The Poseidon Adventure,173,3.9,2005,Thriller
6535,The Poseidon Adventure,173,3.9,2005,Action
6536,Ellie Parker,95,5.2,2005,Comedy
6536,Ellie Parker,95,5.2,2005,Drama
6537,Feed,101,5.6,2005,Mystery
6537,Feed,101,5.6,2005,Thriller
6538,Return of the Living Dead: Necropolis,88,4.4,2005,Comedy
6538,Return of the Living Dead: Necropolis,88,4.4,2005,Horror
6539,Tsotsi,94,6.8,2005,Crime
6539,Tsotsi,94,6.8,2005,Drama
6540,Wal-Mart: The High Cost of Low Price,98,6.9,2005,Documentary
6541,Alien Apocalypse,88,3.0,2005,Drama
6541,Alien Apocalypse,88,3.0,2005,Horror
6541,Alien Apocalypse,88,3.0,2005,Comedy
6541,Alien Apocalypse,88,3.0,2005,Thriller
6541,Alien Apocalypse,88,3.0,2005,Science Fiction
6542,Un amour Ã  taire,102,6.1,2005,Drama
6543,La Moustache,87,5.4,2005,Drama
6543,La Moustache,87,5.4,2005,Thriller
6543,La Moustache,87,5.4,2005,Mystery
6543,La Moustache,87,5.4,2005,Foreign
6544,Left Behind III: World at War,95,5.1,2005,Action
6544,Left Behind III: World at War,95,5.1,2005,Adventure
6544,Left Behind III: World at War,95,5.1,2005,Drama
6544,Left Behind III: World at War,95,5.1,2005,Fantasy
6544,Left Behind III: World at War,95,5.1,2005,Science Fiction
6545,Duma,100,7.0,2005,Adventure
6545,Duma,100,7.0,2005,Drama
6545,Duma,100,7.0,2005,Family
6546,George Carlin: Life Is Worth Losing,74,7.2,2005,Documentary
6546,George Carlin: Life Is Worth Losing,74,7.2,2005,Comedy
6546,George Carlin: Life Is Worth Losing,74,7.2,2005,TV Movie
6547,Metal: A Headbanger's Journey,91,8.0,2005,Documentary
6547,Metal: A Headbanger's Journey,91,8.0,2005,Music
6548,Bubble,73,6.6,2005,Drama
6548,Bubble,73,6.6,2005,Crime
6548,Bubble,73,6.6,2005,Mystery
6549,The Devil and Daniel Johnston,110,8.3,2005,Documentary
6550,Wassup Rockers,111,5.9,2005,Drama
6551,Mon petit doigt m'a dit...,105,5.7,2005,Comedy
6551,Mon petit doigt m'a dit...,105,5.7,2005,Mystery
6553,Paheli,141,6.2,2005,Drama
6553,Paheli,141,6.2,2005,Thriller
6553,Paheli,141,6.2,2005,Science Fiction
6553,Paheli,141,6.2,2005,Romance
6553,Paheli,141,6.2,2005,Foreign
6554,Underworld: Evolution,106,6.3,2006,Fantasy
6554,Underworld: Evolution,106,6.3,2006,Action
6554,Underworld: Evolution,106,6.3,2006,Science Fiction
6554,Underworld: Evolution,106,6.3,2006,Thriller
6555,Pirates of the Caribbean: Dead Man's Chest,151,6.8,2006,Adventure
6555,Pirates of the Caribbean: Dead Man's Chest,151,6.8,2006,Fantasy
6555,Pirates of the Caribbean: Dead Man's Chest,151,6.8,2006,Action
6556,Cars,117,6.4,2006,Animation
6556,Cars,117,6.4,2006,Adventure
6556,Cars,117,6.4,2006,Comedy
6556,Cars,117,6.4,2006,Family
6557,Casino Royale,144,7.1,2006,Adventure
6557,Casino Royale,144,7.1,2006,Action
6557,Casino Royale,144,7.1,2006,Thriller
6558,The Da Vinci Code,149,6.4,2006,Thriller
6558,The Da Vinci Code,149,6.4,2006,Mystery
6559,Step Up,104,6.7,2006,Music
6559,Step Up,104,6.7,2006,Drama
6559,Step Up,104,6.7,2006,Romance
6559,Step Up,104,6.7,2006,Crime
6560,Ice Age: The Meltdown,91,6.4,2006,Animation
6560,Ice Age: The Meltdown,91,6.4,2006,Family
6560,Ice Age: The Meltdown,91,6.4,2006,Comedy
6560,Ice Age: The Meltdown,91,6.4,2006,Adventure
6561,Mission: Impossible III,126,6.3,2006,Adventure
6561,Mission: Impossible III,126,6.3,2006,Action
6561,Mission: Impossible III,126,6.3,2006,Thriller
6562,The Devil Wears Prada,109,7.0,2006,Comedy
6562,The Devil Wears Prada,109,7.0,2006,Drama
6562,The Devil Wears Prada,109,7.0,2006,Romance
6563,The Departed,151,7.7,2006,Drama
6563,The Departed,151,7.7,2006,Thriller
6563,The Departed,151,7.7,2006,Crime
6564,The Holiday,136,6.7,2006,Comedy
6564,The Holiday,136,6.7,2006,Romance
6565,The Prestige,130,7.8,2006,Drama
6565,The Prestige,130,7.8,2006,Mystery
6565,The Prestige,130,7.8,2006,Thriller
6566,Night at the Museum,108,6.2,2006,Action
6566,Night at the Museum,108,6.2,2006,Adventure
6566,Night at the Museum,108,6.2,2006,Comedy
6566,Night at the Museum,108,6.2,2006,Family
6566,Night at the Museum,108,6.2,2006,Fantasy
6567,Babel,143,6.7,2006,Drama
6568,Children of Men,109,7.3,2006,Drama
6568,Children of Men,109,7.3,2006,Action
6568,Children of Men,109,7.3,2006,Thriller
6568,Children of Men,109,7.3,2006,Science Fiction
6569,American Pie Presents: The Naked Mile,97,5.3,2006,Comedy
6570,Superman Returns,154,5.3,2006,Adventure
6570,Superman Returns,154,5.3,2006,Fantasy
6570,Superman Returns,154,5.3,2006,Action
6570,Superman Returns,154,5.3,2006,Science Fiction
6571,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,82,6.4,2006,Comedy
6572,Click,107,5.9,2006,Comedy
6572,Click,107,5.9,2006,Drama
6572,Click,107,5.9,2006,Fantasy
6572,Click,107,5.9,2006,Romance
6573,Brother Bear 2,75,6.4,2006,Animation
6573,Brother Bear 2,75,6.4,2006,Comedy
6573,Brother Bear 2,75,6.4,2006,Family
6573,Brother Bear 2,75,6.4,2006,Adventure
6573,Brother Bear 2,75,6.4,2006,Fantasy
6574,The Break-Up,106,5.5,2006,Romance
6574,The Break-Up,106,5.5,2006,Comedy
6575,Inside Man,129,7.2,2006,Crime
6575,Inside Man,129,7.2,2006,Drama
6575,Inside Man,129,7.2,2006,Thriller
6576,Over the Hedge,83,6.2,2006,Comedy
6576,Over the Hedge,83,6.2,2006,Animation
6576,Over the Hedge,83,6.2,2006,Family
6577,Perfume: The Story of a Murderer,147,7.0,2006,Crime
6577,Perfume: The Story of a Murderer,147,7.0,2006,Fantasy
6577,Perfume: The Story of a Murderer,147,7.0,2006,Drama
6578,Blood Diamond,143,7.2,2006,Drama
6578,Blood Diamond,143,7.2,2006,Thriller
6578,Blood Diamond,143,7.2,2006,Action
6579,Alpha Dog,122,6.5,2006,Crime
6579,Alpha Dog,122,6.5,2006,Drama
6580,Crank,88,6.5,2006,Action
6580,Crank,88,6.5,2006,Thriller
6580,Crank,88,6.5,2006,Crime
6581,Lucky Number Slevin,110,7.3,2006,Drama
6581,Lucky Number Slevin,110,7.3,2006,Thriller
6581,Lucky Number Slevin,110,7.3,2006,Crime
6581,Lucky Number Slevin,110,7.3,2006,Mystery
6582,Eight Below,120,6.6,2006,Adventure
6582,Eight Below,120,6.6,2006,Drama
6582,Eight Below,120,6.6,2006,Family
6583,Final Destination 3,93,5.8,2006,Horror
6583,Final Destination 3,93,5.8,2006,Mystery
6584,Silent Hill,125,6.3,2006,Horror
6584,Silent Hill,125,6.3,2006,Mystery
6585,She's the Man,105,6.3,2006,Comedy
6585,She's the Man,105,6.3,2006,Drama
6585,She's the Man,105,6.3,2006,Family
6585,She's the Man,105,6.3,2006,Romance
6586,The Fountain,96,6.7,2006,Drama
6586,The Fountain,96,6.7,2006,Adventure
6586,The Fountain,96,6.7,2006,Science Fiction
6586,The Fountain,96,6.7,2006,Romance
6587,Happy Feet,108,5.8,2006,Music
6587,Happy Feet,108,5.8,2006,Animation
6587,Happy Feet,108,5.8,2006,Comedy
6587,Happy Feet,108,5.8,2006,Family
6588,Rocky Balboa,102,6.4,2006,Drama
6589,Van Wilder 2: The Rise of Taj,97,5.1,2006,Comedy
6590,Flushed Away,85,6.0,2006,Adventure
6590,Flushed Away,85,6.0,2006,Animation
6590,Flushed Away,85,6.0,2006,Comedy
6590,Flushed Away,85,6.0,2006,Family
6591,The Wild,94,5.2,2006,Family
6591,The Wild,94,5.2,2006,Animation
6592,DÃ©jÃ  Vu,126,6.5,2006,Action
6592,DÃ©jÃ  Vu,126,6.5,2006,Thriller
6592,DÃ©jÃ  Vu,126,6.5,2006,Science Fiction
6593,Eragon,104,4.8,2006,Fantasy
6593,Eragon,104,4.8,2006,Action
6593,Eragon,104,4.8,2006,Adventure
6593,Eragon,104,4.8,2006,Family
6594,The Lake House,99,6.3,2006,Romance
6594,The Lake House,99,6.3,2006,Drama
6594,The Lake House,99,6.3,2006,Mystery
6595,Scary Movie 4,83,5.3,2006,Comedy
6596,Monster House,91,6.3,2006,Animation
6596,Monster House,91,6.3,2006,Comedy
6596,Monster House,91,6.3,2006,Family
6596,Monster House,91,6.3,2006,Fantasy
6597,High School Musical,98,6.0,2006,Comedy
6597,High School Musical,98,6.0,2006,Drama
6597,High School Musical,98,6.0,2006,Family
6597,High School Musical,98,6.0,2006,Music
6597,High School Musical,98,6.0,2006,TV Movie
6598,Failure to Launch,97,5.6,2006,Comedy
6599,Apocalypto,139,7.1,2006,Thriller
6599,Apocalypto,139,7.1,2006,Action
6599,Apocalypto,139,7.1,2006,Adventure
6599,Apocalypto,139,7.1,2006,Drama
6600,The Ant Bully,88,5.5,2006,Fantasy
6600,The Ant Bully,88,5.5,2006,Adventure
6600,The Ant Bully,88,5.5,2006,Animation
6600,The Ant Bully,88,5.5,2006,Comedy
6600,The Ant Bully,88,5.5,2006,Family
6601,The Hills Have Eyes,107,6.0,2006,Horror
6601,The Hills Have Eyes,107,6.0,2006,Thriller
6602,Garfield 2,78,5.2,2006,Animation
6602,Garfield 2,78,5.2,2006,Comedy
6602,Garfield 2,78,5.2,2006,Family
6603,Just My Luck,103,5.7,2006,Comedy
6603,Just My Luck,103,5.7,2006,Drama
6603,Just My Luck,103,5.7,2006,Family
6603,Just My Luck,103,5.7,2006,Fantasy
6603,Just My Luck,103,5.7,2006,Romance
6604,The Good Shepherd,167,5.9,2006,Drama
6604,The Good Shepherd,167,5.9,2006,Thriller
6604,The Good Shepherd,167,5.9,2006,History
6605,Ultraviolet,88,5.0,2006,Science Fiction
6605,Ultraviolet,88,5.0,2006,Action
6605,Ultraviolet,88,5.0,2006,Thriller
6606,Penelope,103,6.4,2006,Fantasy
6606,Penelope,103,6.4,2006,Comedy
6606,Penelope,103,6.4,2006,Romance
6607,Miami Vice,134,5.7,2006,Action
6607,Miami Vice,134,5.7,2006,Adventure
6607,Miami Vice,134,5.7,2006,Crime
6607,Miami Vice,134,5.7,2006,Thriller
6608,John Tucker Must Die,87,6.0,2006,Comedy
6609,Tristan & Isolde,125,6.2,2006,Drama
6610,Flags of Our Fathers,132,6.7,2006,War
6610,Flags of Our Fathers,132,6.7,2006,Drama
6610,Flags of Our Fathers,132,6.7,2006,History
6611,Shortbus,101,6.5,2006,Romance
6611,Shortbus,101,6.5,2006,Drama
6611,Shortbus,101,6.5,2006,Comedy
6612,Bordertown,112,6.1,2006,Crime
6612,Bordertown,112,6.1,2006,Drama
6612,Bordertown,112,6.1,2006,Mystery
6613,Curious George,86,5.8,2006,Adventure
6613,Curious George,86,5.8,2006,Animation
6613,Curious George,86,5.8,2006,Comedy
6613,Curious George,86,5.8,2006,Family
6614,The Wicker Man,102,4.0,2006,Mystery
6614,The Wicker Man,102,4.0,2006,Thriller
6614,The Wicker Man,102,4.0,2006,Horror
6615,Smokin' Aces,109,6.3,2006,Action
6615,Smokin' Aces,109,6.3,2006,Comedy
6615,Smokin' Aces,109,6.3,2006,Crime
6615,Smokin' Aces,109,6.3,2006,Thriller
6616,Amazing Grace,117,6.7,2006,Drama
6617,RV,99,5.7,2006,Comedy
6617,RV,99,5.7,2006,Family
6617,RV,99,5.7,2006,Adventure
6618,Glory Road,118,7.1,2006,Drama
6619,We Are Marshall,124,6.5,2006,Drama
6620,The Illusionist,110,7.0,2006,Fantasy
6620,The Illusionist,110,7.0,2006,Drama
6620,The Illusionist,110,7.0,2006,Thriller
6620,The Illusionist,110,7.0,2006,Romance
6621,The Pink Panther,93,5.6,2006,Action
6621,The Pink Panther,93,5.6,2006,Comedy
6621,The Pink Panther,93,5.6,2006,Crime
6621,The Pink Panther,93,5.6,2006,Mystery
6621,The Pink Panther,93,5.6,2006,Family
6622,Beerfest,110,5.8,2006,Comedy
6623,The Contract,96,5.4,2006,Drama
6623,The Contract,96,5.4,2006,Action
6623,The Contract,96,5.4,2006,Thriller
6623,The Contract,96,5.4,2006,Crime
6624,All the King's Men,125,5.4,2006,Drama
6624,All the King's Men,125,5.4,2006,Thriller
6625,Slither,95,6.1,2006,Comedy
6625,Slither,95,6.1,2006,Horror
6625,Slither,95,6.1,2006,Science Fiction
6626,Big Momma's House 2,99,5.6,2006,Comedy
6626,Big Momma's House 2,99,5.6,2006,Crime
6627,Basic Instinct 2,114,4.5,2006,Crime
6627,Basic Instinct 2,114,4.5,2006,Mystery
6627,Basic Instinct 2,114,4.5,2006,Thriller
6628,Clerks II,97,6.9,2006,Comedy
6629,Talladega Nights: The Ballad of Ricky Bobby,116,6.2,2006,Comedy
6630,Undisputed II: Last Man Standing,93,7.1,2006,Action
6630,Undisputed II: Last Man Standing,93,7.1,2006,Crime
6630,Undisputed II: Last Man Standing,93,7.1,2006,Thriller
6631,The Pursuit of Happyness,117,7.5,2006,Drama
6632,Marie Antoinette,123,6.5,2006,Drama
6632,Marie Antoinette,123,6.5,2006,History
6633,Freedomland,113,5.3,2006,Drama
6633,Freedomland,113,5.3,2006,Thriller
6633,Freedomland,113,5.3,2006,Crime
6633,Freedomland,113,5.3,2006,Mystery
6634,Lung fu moon,94,6.9,2006,Action
6634,Lung fu moon,94,6.9,2006,Thriller
6635,Deck the Halls,93,5.1,2006,Comedy
6635,Deck the Halls,93,5.1,2006,Family
6636,The Fall,117,7.7,2006,Adventure
6636,The Fall,117,7.7,2006,Fantasy
6636,The Fall,117,7.7,2006,Drama
6637,The Last King of Scotland,121,7.3,2006,Drama
6638,Saw III,108,6.0,2006,Horror
6638,Saw III,108,6.0,2006,Thriller
6638,Saw III,108,6.0,2006,Crime
6639,Idiocracy,84,6.1,2006,Adventure
6639,Idiocracy,84,6.1,2006,Comedy
6639,Idiocracy,84,6.1,2006,Science Fiction
6640,Nacho Libre,92,5.5,2006,Comedy
6640,Nacho Libre,92,5.5,2006,Family
6641,The Black Dahlia,121,5.8,2006,Drama
6642,Air Buddies,80,5.5,2006,Comedy
6642,Air Buddies,80,5.5,2006,Family
6642,Air Buddies,80,5.5,2006,Science Fiction
6643,Poseidon,99,5.3,2006,Adventure
6643,Poseidon,99,5.3,2006,Action
6643,Poseidon,99,5.3,2006,Drama
6643,Poseidon,99,5.3,2006,Thriller
6644,American Dreamz,107,4.6,2006,Comedy
6644,American Dreamz,107,4.6,2006,Drama
6644,American Dreamz,107,4.6,2006,Family
6645,The Butterfly Effect 2,95,4.4,2006,Drama
6645,The Butterfly Effect 2,95,4.4,2006,Science Fiction
6645,The Butterfly Effect 2,95,4.4,2006,Thriller
6646,Ultimate Avengers 2,73,6.3,2006,Animation
6646,Ultimate Avengers 2,73,6.3,2006,Action
6646,Ultimate Avengers 2,73,6.3,2006,Science Fiction
6647,Fur: An Imaginary Portrait of Diane Arbus,122,6.3,2006,Drama
6647,Fur: An Imaginary Portrait of Diane Arbus,122,6.3,2006,Mystery
6647,Fur: An Imaginary Portrait of Diane Arbus,122,6.3,2006,Romance
6648,"You, Me and Dupree",108,5.3,2006,Comedy
6648,"You, Me and Dupree",108,5.3,2006,Romance
6649,Little Miss Sunshine,102,7.3,2006,Comedy
6649,Little Miss Sunshine,102,7.3,2006,Drama
6650,Little Man,98,5.6,2006,Comedy
6650,Little Man,98,5.6,2006,Crime
6651,The Fox and the Hound 2,69,5.6,2006,Adventure
6651,The Fox and the Hound 2,69,5.6,2006,Animation
6651,The Fox and the Hound 2,69,5.6,2006,Comedy
6651,The Fox and the Hound 2,69,5.6,2006,Family
6652,Leroy & Stitch,73,6.6,2006,Animation
6652,Leroy & Stitch,73,6.6,2006,Comedy
6652,Leroy & Stitch,73,6.6,2006,Family
6653,The Nativity Story,101,6.5,2006,Drama
6653,The Nativity Story,101,6.5,2006,History
6654,Employee of the Month,103,5.4,2006,Comedy
6654,Employee of the Month,103,5.4,2006,Romance
6655,The Omen,110,5.2,2006,Drama
6655,The Omen,110,5.2,2006,Horror
6655,The Omen,110,5.2,2006,Thriller
6656,Letters from Iwo Jima,141,6.9,2006,Action
6656,Letters from Iwo Jima,141,6.9,2006,Adventure
6656,Letters from Iwo Jima,141,6.9,2006,Drama
6656,Letters from Iwo Jima,141,6.9,2006,War
6657,Shark Bait,77,4.9,2006,Animation
6657,Shark Bait,77,4.9,2006,Family
6658,A Scanner Darkly,100,6.7,2006,Animation
6658,A Scanner Darkly,100,6.7,2006,Science Fiction
6658,A Scanner Darkly,100,6.7,2006,Thriller
6659,Save the Last Dance 2,90,5.3,2006,Drama
6659,Save the Last Dance 2,90,5.3,2006,Family
6659,Save the Last Dance 2,90,5.3,2006,Romance
6660,Stranger Than Fiction,113,6.9,2006,Comedy
6660,Stranger Than Fiction,113,6.9,2006,Drama
6660,Stranger Than Fiction,113,6.9,2006,Fantasy
6660,Stranger Than Fiction,113,6.9,2006,Romance
6661,World Trade Center,128,5.9,2006,Drama
6661,World Trade Center,128,5.9,2006,History
6661,World Trade Center,128,5.9,2006,Thriller
6662,The Santa Clause 3: The Escape Clause,98,5.1,2006,Comedy
6662,The Santa Clause 3: The Escape Clause,98,5.1,2006,Family
6662,The Santa Clause 3: The Escape Clause,98,5.1,2006,Adventure
6663,A Good Year,118,6.4,2006,Comedy
6663,A Good Year,118,6.4,2006,Drama
6663,A Good Year,118,6.4,2006,Romance
6664,Open Water 2: Adrift,94,5.0,2006,Drama
6664,Open Water 2: Adrift,94,5.0,2006,Horror
6664,Open Water 2: Adrift,94,5.0,2006,Thriller
6665,The Painted Veil,125,6.9,2006,Drama
6665,The Painted Veil,125,6.9,2006,Romance
6666,Snow Cake,112,7.4,2006,Romance
6666,Snow Cake,112,7.4,2006,Drama
6667,Itâ€™s a Boy Girl Thing,95,6.2,2006,Comedy
6668,Date Movie,83,3.9,2006,Comedy
6669,Accepted,93,6.1,2006,Comedy
6670,Grandma's Boy,94,6.6,2006,Comedy
6671,Open Season,83,6.1,2006,Adventure
6671,Open Season,83,6.1,2006,Animation
6671,Open Season,83,6.1,2006,Family
6672,Bo bui gai wak,126,6.4,2006,Drama
6672,Bo bui gai wak,126,6.4,2006,Action
6672,Bo bui gai wak,126,6.4,2006,Comedy
6673,Barnyard,90,5.3,2006,Animation
6673,Barnyard,90,5.3,2006,Comedy
6673,Barnyard,90,5.3,2006,Family
6674,Unknown,98,6.4,2006,Crime
6674,Unknown,98,6.4,2006,Drama
6674,Unknown,98,6.4,2006,Mystery
6674,Unknown,98,6.4,2006,Thriller
6675,Bobby,120,5.8,2006,History
6675,Bobby,120,5.8,2006,Drama
6676,Dreamgirls,134,6.5,2006,Drama
6677,Snakes on a Plane,105,5.2,2006,Horror
6677,Snakes on a Plane,105,5.2,2006,Action
6677,Snakes on a Plane,105,5.2,2006,Crime
6677,Snakes on a Plane,105,5.2,2006,Thriller
6678,Candy,116,6.9,2006,Drama
6678,Candy,116,6.9,2006,Romance
6679,Friends with Money,88,5.0,2006,Drama
6679,Friends with Money,88,5.0,2006,Comedy
6679,Friends with Money,88,5.0,2006,Romance
6680,Jackass Number Two,95,6.4,2006,Action
6680,Jackass Number Two,95,6.4,2006,Comedy
6680,Jackass Number Two,95,6.4,2006,Documentary
6681,The Guardian,139,7.0,2006,Action
6682,The Breed,90,4.9,2006,Horror
6683,Southland Tales,144,4.9,2006,Action
6683,Southland Tales,144,4.9,2006,Adventure
6683,Southland Tales,144,4.9,2006,Comedy
6683,Southland Tales,144,4.9,2006,Drama
6683,Southland Tales,144,4.9,2006,Science Fiction
6684,The Fast and the Furious: Tokyo Drift,104,6.1,2006,Action
6684,The Fast and the Furious: Tokyo Drift,104,6.1,2006,Crime
6684,The Fast and the Furious: Tokyo Drift,104,6.1,2006,Drama
6684,The Fast and the Furious: Tokyo Drift,104,6.1,2006,Thriller
6685,Invincible,105,6.5,2006,Drama
6686,Miss Potter,92,6.2,2006,Drama
6686,Miss Potter,92,6.2,2006,Family
6686,Miss Potter,92,6.2,2006,Romance
6687,Pulse,90,5.1,2006,Horror
6687,Pulse,90,5.1,2006,Thriller
6688,Bambi II,72,5.9,2006,Animation
6688,Bambi II,72,5.9,2006,Drama
6688,Bambi II,72,5.9,2006,Family
6689,Black Snake Moan,116,6.3,2006,Drama
6690,Goya's Ghosts,114,6.7,2006,Drama
6691,Deep Sea 3D,41,5.7,2006,Documentary
6692,Stick It,105,6.0,2006,Comedy
6692,Stick It,105,6.0,2006,Drama
6693,Mercenary for Justice,91,4.5,2006,Action
6693,Mercenary for Justice,91,4.5,2006,Thriller
6694,The Hoax,116,6.5,2006,Comedy
6694,The Hoax,116,6.5,2006,Drama
6695,The Marine,92,5.0,2006,Action
6695,The Marine,92,5.0,2006,Adventure
6695,The Marine,92,5.0,2006,Drama
6695,The Marine,92,5.0,2006,Thriller
6696,Hollow Man II,91,5.1,2006,Horror
6696,Hollow Man II,91,5.1,2006,Action
6696,Hollow Man II,91,5.1,2006,Thriller
6696,Hollow Man II,91,5.1,2006,Science Fiction
6697,Hatchet,83,5.3,2006,Comedy
6697,Hatchet,83,5.3,2006,Horror
6698,Running with Scissors,116,5.6,2006,Drama
6698,Running with Scissors,116,5.6,2006,Comedy
